@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
2933,'2017/04/09 16:42:15:454',25,0.610596,0.01355,-0.39917,-0.683899,-1.279142,0.488078,0.690445,-1,1
2934,'2017/04/09 16:42:15:474',25,0.610718,0.013489,-0.399109,-0.683838,-1.279476,0.488201,0.690195,-1,1
2935,'2017/04/09 16:42:15:490',25,0.610718,0.01355,-0.399109,-0.683838,-1.279495,0.488106,0.690263,-1,1
2936,'2017/04/09 16:42:15:513',25,0.610718,0.013489,-0.398743,-0.684021,-1.279545,0.487689,0.689464,-1,1
2937,'2017/04/09 16:42:15:534',25,0.610718,0.01355,-0.398743,-0.684021,-1.279564,0.487594,0.689532,-1,1
2938,'2017/04/09 16:42:15:549',25,0.610901,0.013428,-0.398865,-0.683777,-1.279997,0.488125,0.689517,-1,1
2939,'2017/04/09 16:42:15:573',25,0.610962,0.013428,-0.398987,-0.683655,-1.280138,0.488353,0.68972,-1,1
2940,'2017/04/09 16:42:15:595',25,0.610901,0.013489,-0.399048,-0.683655,-1.279969,0.488287,0.689929,-1,1
2941,'2017/04/09 16:42:15:610',25,0.610962,0.013489,-0.399048,-0.683655,-1.280158,0.488342,0.68993,-1,1
2942,'2017/04/09 16:42:15:633',25,0.610962,0.013489,-0.399292,-0.683472,-1.280087,0.488686,0.690375,-1,1
2943,'2017/04/09 16:42:15:654',25,0.610962,0.01355,-0.399414,-0.683411,-1.280084,0.488762,0.690686,-1,1
2944,'2017/04/09 16:42:15:670',25,0.611023,0.013611,-0.399536,-0.683289,-1.280245,0.488896,0.690957,-1,1
2945,'2017/04/09 16:42:15:693',25,0.611084,0.013672,-0.399597,-0.683228,-1.280429,0.488943,0.691126,-1,1
2946,'2017/04/09 16:42:15:714',25,0.611145,0.013672,-0.399658,-0.683105,-1.280571,0.489086,0.691186,-1,1
2947,'2017/04/09 16:42:15:729',25,0.611145,0.013672,-0.399658,-0.683044,-1.280546,0.489088,0.691143,-1,1
2948,'2017/04/09 16:42:15:753',25,0.611328,0.013794,-0.399658,-0.682983,-1.281128,0.489067,0.69124,-1,1
2949,'2017/04/09 16:42:15:774',25,0.611328,0.013855,-0.399597,-0.682983,-1.281147,0.488888,0.691164,-1,1
2950,'2017/04/09 16:42:15:790',25,0.611328,0.013855,-0.399597,-0.682983,-1.281147,0.488888,0.691164,-1,1
2951,'2017/04/09 16:42:15:813',25,0.611328,0.013916,-0.399536,-0.682983,-1.281166,0.488709,0.691089,-1,1
2952,'2017/04/09 16:42:15:834',25,0.611328,0.013916,-0.399536,-0.682983,-1.281166,0.488709,0.691089,-1,1
2953,'2017/04/09 16:42:15:850',25,0.611328,0.013977,-0.399536,-0.682983,-1.281185,0.488615,0.691156,-1,1
2954,'2017/04/09 16:42:15:873',25,0.611389,0.013977,-0.399475,-0.682983,-1.281374,0.488585,0.691015,-1,1
2955,'2017/04/09 16:42:15:894',25,0.611389,0.013977,-0.399475,-0.682983,-1.281374,0.488585,0.691015,-1,1
2956,'2017/04/09 16:42:15:910',25,0.61145,0.014038,-0.399414,-0.682983,-1.281582,0.488462,0.690941,-1,1
2957,'2017/04/09 16:42:15:933',25,0.61145,0.014099,-0.399414,-0.682983,-1.281601,0.488367,0.691008,-1,1
2958,'2017/04/09 16:42:15:954',25,0.611511,0.014282,-0.399536,-0.682861,-1.281801,0.488312,0.691414,-1,1
2959,'2017/04/09 16:42:15:970',25,0.611328,0.014587,-0.399719,-0.682861,-1.281334,0.487928,0.692177,-1,1
2960,'2017/04/09 16:42:15:993',25,0.611267,0.015015,-0.399841,-0.6828,-1.28126,0.487383,0.692892,-1,1
2961,'2017/04/09 16:42:16:014',25,0.611328,0.015381,-0.399902,-0.682739,-1.281544,0.486959,0.6934,-1,1
2962,'2017/04/09 16:42:16:030',25,0.611389,0.015381,-0.399902,-0.682739,-1.281733,0.487015,0.693402,-1,1
2963,'2017/04/09 16:42:16:053',25,0.611389,0.015442,-0.399841,-0.682739,-1.281752,0.486836,0.693327,-1,1
2964,'2017/04/09 16:42:16:074',25,0.611572,0.015747,-0.399841,-0.682556,-1.282346,0.486537,0.693543,-1,1
2965,'2017/04/09 16:42:16:090',25,0.611816,0.016113,-0.399841,-0.682373,-1.283148,0.486199,0.693829,-1,1
2966,'2017/04/09 16:42:16:113',25,0.611877,0.016296,-0.399902,-0.682251,-1.283349,0.48606,0.694092,-1,1
2967,'2017/04/09 16:42:16:135',25,0.611816,0.016724,-0.399963,-0.68219,-1.283278,0.485433,0.694665,-1,1
2968,'2017/04/09 16:42:16:150',25,0.611816,0.016968,-0.400208,-0.682129,-1.283337,0.485396,0.695467,-1,1
2969,'2017/04/09 16:42:16:173',25,0.611877,0.01709,-0.400391,-0.681946,-1.283496,0.485523,0.695906,-1,1
2970,'2017/04/09 16:42:16:194',25,0.611877,0.017151,-0.400391,-0.681885,-1.283492,0.485432,0.695931,-1,1
2971,'2017/04/09 16:42:16:209',25,0.611877,0.017334,-0.400391,-0.681946,-1.283577,0.485147,0.696177,-1,1
2972,'2017/04/09 16:42:16:233',25,0.612244,0.017517,-0.40033,-0.681641,-1.284649,0.485124,0.696037,-1,1
2973,'2017/04/09 16:42:16:254',25,0.612549,0.017639,-0.400085,-0.681519,-1.285582,0.484879,0.695526,-1,1
2974,'2017/04/09 16:42:40:764',26,0.630798,-0.281616,-0.093994,-0.716919,-1.51733,0.549633,-0.261573,1,1
2975,'2017/04/09 16:42:40:779',26,0.63092,-0.281677,-0.093994,-0.716797,-1.517771,0.549682,-0.261785,1,1
2976,'2017/04/09 16:42:40:802',26,0.63092,-0.281799,-0.093811,-0.716797,-1.517938,0.549617,-0.262278,1,1
2977,'2017/04/09 16:42:40:824',26,0.630859,-0.281799,-0.093628,-0.716858,-1.517763,0.549373,-0.262502,1,1
2978,'2017/04/09 16:42:40:839',26,0.63092,-0.28186,-0.09375,-0.716736,-1.518015,0.549589,-0.262491,1,1
2979,'2017/04/09 16:42:40:862',26,0.631042,-0.28186,-0.09375,-0.716675,-1.518382,0.549575,-0.262582,1,1
2980,'2017/04/09 16:42:40:885',26,0.630981,-0.282043,-0.09375,-0.716614,-1.518431,0.549829,-0.26288,1,1
2981,'2017/04/09 16:42:40:900',26,0.631226,-0.282166,-0.094055,-0.716309,-1.5193,0.550338,-0.262857,1,1
2982,'2017/04/09 16:42:40:922',26,0.631348,-0.282166,-0.094238,-0.716187,-1.519656,0.550555,-0.262685,1,1
2983,'2017/04/09 16:42:40:944',26,0.631348,-0.282104,-0.094421,-0.716187,-1.51957,0.550724,-0.262301,1,1
2984,'2017/04/09 16:42:40:959',26,0.631226,-0.282104,-0.094849,-0.716248,-1.519188,0.55137,-0.261565,1,1
2985,'2017/04/09 16:42:40:982',26,0.631348,-0.281982,-0.095154,-0.716125,-1.51938,0.551564,-0.260992,1,1
2986,'2017/04/09 16:42:40:997',26,0.631226,-0.282104,-0.095154,-0.716248,-1.519178,0.551823,-0.261104,1,1
2987,'2017/04/09 16:42:41:019',26,0.631104,-0.282227,-0.095154,-0.716248,-1.518966,0.552001,-0.261243,1,1
2988,'2017/04/09 16:42:41:043',26,0.631165,-0.282349,-0.095337,-0.716125,-1.519297,0.55241,-0.261248,1,1
2989,'2017/04/09 16:42:41:057',26,0.631226,-0.28241,-0.095093,-0.716125,-1.519571,0.552165,-0.261764,1,1
2990,'2017/04/09 16:42:41:079',26,0.631226,-0.28241,-0.095032,-0.716064,-1.519569,0.552034,-0.26187,1,1
2991,'2017/04/09 16:42:41:102',26,0.631348,-0.28241,-0.095032,-0.716003,-1.519936,0.55202,-0.261961,1,1
2992,'2017/04/09 16:42:41:117',26,0.631348,-0.28241,-0.095032,-0.716003,-1.519936,0.55202,-0.261961,1,1
2993,'2017/04/09 16:42:41:141',26,0.631409,-0.282349,-0.094971,-0.715942,-1.520039,0.5518,-0.261997,1,1
2994,'2017/04/09 16:42:41:162',26,0.631348,-0.28241,-0.094849,-0.716064,-1.519947,0.55179,-0.262224,1,1
2995,'2017/04/09 16:42:41:177',26,0.631348,-0.282349,-0.094849,-0.716064,-1.519867,0.551687,-0.262116,1,1
2996,'2017/04/09 16:42:41:200',26,0.631409,-0.282349,-0.09491,-0.716003,-1.520046,0.55175,-0.262076,1,1
2997,'2017/04/09 16:42:41:222',26,0.631348,-0.282471,-0.094727,-0.716003,-1.520027,0.551671,-0.26253,1,1
2998,'2017/04/09 16:42:41:238',26,0.631348,-0.282654,-0.094666,-0.715942,-1.520265,0.551848,-0.26296,1,1
2999,'2017/04/09 16:42:41:260',26,0.63147,-0.282715,-0.094727,-0.715759,-1.520701,0.551946,-0.263094,1,1
3000,'2017/04/09 16:42:41:281',26,0.631531,-0.282654,-0.094604,-0.715759,-1.520811,0.551676,-0.263209,1,1
3001,'2017/04/09 16:42:41:297',26,0.631653,-0.282654,-0.094666,-0.715698,-1.521176,0.551753,-0.263208,1,1
3002,'2017/04/09 16:42:41:321',26,0.631653,-0.282593,-0.094482,-0.715759,-1.521106,0.55142,-0.263363,1,1
3003,'2017/04/09 16:42:41:342',26,0.631409,-0.282532,-0.094238,-0.716003,-1.520309,0.551063,-0.263414,1,1
3004,'2017/04/09 16:42:41:357',26,0.631409,-0.282532,-0.094238,-0.716003,-1.520309,0.551063,-0.263414,1,1
3005,'2017/04/09 16:42:41:381',26,0.631409,-0.282471,-0.094177,-0.716003,-1.520231,0.55087,-0.263397,1,1
3006,'2017/04/09 16:42:41:402',26,0.631409,-0.282471,-0.093933,-0.716064,-1.520244,0.550549,-0.263752,1,1
3007,'2017/04/09 16:42:41:417',26,0.631409,-0.282532,-0.093567,-0.716064,-1.520336,0.550109,-0.264413,1,1
3008,'2017/04/09 16:42:41:441',26,0.631409,-0.282532,-0.093506,-0.716064,-1.520338,0.550018,-0.264505,1,1
3009,'2017/04/09 16:42:41:462',26,0.63147,-0.282471,-0.093445,-0.716064,-1.520446,0.549839,-0.264527,1,1
3010,'2017/04/09 16:42:41:477',26,0.631409,-0.282227,-0.093018,-0.716248,-1.519968,0.548904,-0.26466,1,1
3011,'2017/04/09 16:42:41:500',26,0.631348,-0.282043,-0.09259,-0.716431,-1.519571,0.548072,-0.264901,1,1
3012,'2017/04/09 16:42:41:522',26,0.631531,-0.281982,-0.092407,-0.71637,-1.520049,0.547698,-0.265198,1,1
3013,'2017/04/09 16:42:41:537',26,0.631531,-0.281982,-0.091919,-0.716431,-1.52007,0.547016,-0.265921,1,1
3014,'2017/04/09 16:42:41:560',26,0.631348,-0.282043,-0.091431,-0.716614,-1.519624,0.546478,-0.26661,1,1
3015,'2017/04/09 16:42:41:582',26,0.631409,-0.281982,-0.09137,-0.716553,-1.519727,0.546258,-0.266645,1,1
3016,'2017/04/09 16:42:41:597',26,0.631409,-0.282227,-0.090942,-0.716553,-1.52006,0.546036,-0.267721,1,1
3017,'2017/04/09 16:42:41:620',26,0.630981,-0.282654,-0.090271,-0.716797,-1.519364,0.545832,-0.269167,1,1
3018,'2017/04/09 16:42:41:642',26,0.630798,-0.283081,-0.089722,-0.716919,-1.519396,0.54578,-0.27061,1,1
3019,'2017/04/09 16:42:41:657',26,0.630737,-0.283386,-0.089172,-0.716919,-1.51963,0.545468,-0.27194,1,1
3020,'2017/04/09 16:42:41:681',26,0.630554,-0.283813,-0.088684,-0.716919,-1.519653,0.545426,-0.273317,1,1
3021,'2017/04/09 16:42:41:702',26,0.630554,-0.283997,-0.08844,-0.716919,-1.519903,0.545373,-0.274009,1,1
3022,'2017/04/09 16:42:41:717',26,0.630493,-0.284302,-0.088318,-0.716858,-1.520119,0.545652,-0.274709,1,1
3023,'2017/04/09 16:42:41:741',26,0.630188,-0.285034,-0.088684,-0.716797,-1.520144,0.547318,-0.27528,1,1
3024,'2017/04/09 16:42:41:763',26,0.630188,-0.285461,-0.088989,-0.716614,-1.520686,0.548363,-0.275621,1,1
3025,'2017/04/09 16:42:41:777',26,0.629822,-0.285889,-0.089233,-0.716675,-1.520138,0.549406,-0.275769,1,1
3026,'2017/04/09 16:42:41:800',26,0.629761,-0.286194,-0.089661,-0.716614,-1.520339,0.550496,-0.275645,1,1
3027,'2017/04/09 16:42:41:822',26,0.629578,-0.286621,-0.089905,-0.716553,-1.52034,0.551496,-0.275935,1,1
3028,'2017/04/09 16:42:41:837',26,0.629395,-0.286926,-0.089966,-0.716553,-1.520189,0.552062,-0.276271,1,1
3029,'2017/04/09 16:42:41:860',26,0.629333,-0.287048,-0.089905,-0.716614,-1.520173,0.552205,-0.276529,1,1
3030,'2017/04/09 16:42:41:882',26,0.629333,-0.286987,-0.089905,-0.716614,-1.520091,0.552102,-0.27642,1,1
3031,'2017/04/09 16:42:41:897',26,0.629395,-0.286987,-0.089844,-0.716553,-1.520274,0.551984,-0.276564,1,1
3032,'2017/04/09 16:42:41:921',26,0.629456,-0.286926,-0.089722,-0.716553,-1.520382,0.551713,-0.276678,1,1
3033,'2017/04/09 16:42:41:942',26,0.629517,-0.286865,-0.089966,-0.716431,-1.520469,0.551902,-0.276266,1,1
3034,'2017/04/09 16:42:41:957',26,0.6297,-0.286621,-0.089966,-0.716431,-1.520699,0.55153,-0.275948,1,1
3035,'2017/04/09 16:42:41:987',26,0.629639,-0.286438,-0.090027,-0.716553,-1.520277,0.551382,-0.275464,1,1
3036,'2017/04/09 16:42:42:002',26,0.629761,-0.286377,-0.090332,-0.716431,-1.520547,0.551674,-0.275,1,1
3037,'2017/04/09 16:42:42:017',26,0.629822,-0.286194,-0.090515,-0.716431,-1.520482,0.55165,-0.274436,1,1
3038,'2017/04/09 16:42:42:041',26,0.629761,-0.285889,-0.090515,-0.716614,-1.519904,0.551246,-0.273814,1,1
3039,'2017/04/09 16:42:42:063',26,0.629761,-0.285828,-0.090454,-0.716614,-1.519825,0.551053,-0.273797,1,1
3040,'2017/04/09 16:42:42:077',26,0.629883,-0.285767,-0.090698,-0.716492,-1.520098,0.551256,-0.273424,1,1
3041,'2017/04/09 16:42:42:100',26,0.629944,-0.285767,-0.090698,-0.716431,-1.520278,0.551228,-0.273476,1,1
3042,'2017/04/09 16:42:42:123',26,0.629761,-0.285645,-0.090698,-0.716675,-1.519578,0.551147,-0.27309,1,1
3043,'2017/04/09 16:42:42:137',26,0.629639,-0.285461,-0.091003,-0.716797,-1.518963,0.551346,-0.2722,1,1
3044,'2017/04/09 16:42:42:160',26,0.629761,-0.285217,-0.091248,-0.716736,-1.518997,0.551281,-0.271488,1,1
3045,'2017/04/09 16:42:42:183',26,0.629822,-0.285217,-0.091492,-0.716675,-1.519169,0.551615,-0.271172,1,1
3046,'2017/04/09 16:42:42:197',26,0.6297,-0.284973,-0.091614,-0.716858,-1.518484,0.551481,-0.270436,1,1
3047,'2017/04/09 16:42:42:220',26,0.629761,-0.284729,-0.09198,-0.716858,-1.518333,0.551624,-0.269488,1,1
3048,'2017/04/09 16:42:42:243',26,0.629761,-0.284485,-0.092224,-0.716919,-1.518007,0.551615,-0.268673,1,1
3049,'2017/04/09 16:42:42:257',26,0.629761,-0.284302,-0.092285,-0.71698,-1.517767,0.551438,-0.268242,1,1
3050,'2017/04/09 16:42:42:280',26,0.629822,-0.284241,-0.092224,-0.71698,-1.517874,0.551258,-0.268265,1,1
3051,'2017/04/09 16:42:42:303',26,0.629944,-0.283997,-0.092407,-0.71698,-1.517917,0.551144,-0.267633,1,1
3052,'2017/04/09 16:42:42:318',26,0.630188,-0.283691,-0.092468,-0.716858,-1.518245,0.550693,-0.26718,1,1
3053,'2017/04/09 16:42:42:340',26,0.630188,-0.283691,-0.092407,-0.716858,-1.518247,0.550602,-0.267272,1,1
3054,'2017/04/09 16:42:42:363',26,0.63031,-0.283386,-0.09259,-0.716858,-1.51821,0.550386,-0.266532,1,1
3055,'2017/04/09 16:42:42:377',26,0.630188,-0.283142,-0.092834,-0.717041,-1.517523,0.550432,-0.265613,1,1
3056,'2017/04/09 16:42:42:400',26,0.630188,-0.282959,-0.092896,-0.717102,-1.517285,0.550255,-0.265183,1,1
3057,'2017/04/09 16:42:42:429',26,0.630188,-0.282898,-0.092896,-0.717102,-1.517205,0.550152,-0.265075,1,1
3058,'2017/04/09 16:42:42:444',26,0.63031,-0.282654,-0.092896,-0.717102,-1.517256,0.549768,-0.26472,1,1
3059,'2017/04/09 16:42:42:460',26,0.630554,-0.282532,-0.093018,-0.716919,-1.51782,0.549675,-0.264514,1,1
3060,'2017/04/09 16:42:42:483',26,0.630676,-0.282471,-0.093201,-0.716797,-1.518095,0.549789,-0.264233,1,1
3061,'2017/04/09 16:42:42:498',26,0.630798,-0.282227,-0.093628,-0.716736,-1.518127,0.549997,-0.263246,1,1
3062,'2017/04/09 16:42:42:520',26,0.63092,-0.28186,-0.094177,-0.716736,-1.518,0.550221,-0.261846,1,1
3063,'2017/04/09 16:42:42:543',26,0.631042,-0.281494,-0.09436,-0.716736,-1.517886,0.549903,-0.260998,1,1
